,Afghanistan,Albania,Algeria,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei,Bulgaria,Burkina Faso,Burma,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Colombia,Congo (Brazzaville),Congo (Kinshasa),Costa Rica,Cote d'Ivoire,Croatia,Cruise Ship,Cuba,Curacao,Cyprus,Czech Republic,Czechia,Denmark,Diamond Princess,Djibouti,Dominica,Dominican Republic,East Timor,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Faroe Islands,Fiji,Finland,France,French Guiana,Gabon,Gambia,"Gambia, The",Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hong Kong,Hong Kong SAR,Hungary,Iceland,India,Indonesia,Iran,Iran (Islamic Republic of),Iraq,Ireland,Israel,Italy,Ivory Coast,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,"Korea, South",Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,MS Zaandam,Macao SAR,Macau,Madagascar,Mainland China,Malaysia,Maldives,Mali,Malta,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Namibia,Nepal,Netherlands,New Zealand,Nicaragua,Niger,Nigeria,North Ireland,North Macedonia,Norway,Oman,Others,Pakistan,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Ireland,Republic of Korea,Republic of Moldova,Republic of the Congo,Reunion,Romania,Russia,Russian Federation,Rwanda,Saint Barthelemy,Saint Kitts and Nevis,Saint Lucia,Saint Martin,Saint Vincent and the Grenadines,San Marino,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Somalia,South Africa,South Korea,Spain,Sri Lanka,St. Martin,Sudan,Suriname,Sweden,Switzerland,Syria,Taipei and environs,Taiwan,Taiwan*,Tanzania,Thailand,The Bahamas,The Gambia,Timor-Leste,Togo,Trinidad and Tobago,Tunisia,Turkey,UK,Uganda,Ukraine,United Arab Emirates,United Kingdom,Uruguay,US,Uzbekistan,Vatican City,Venezuela,Viet Nam,Vietnam,West Bank and Gaza,Zambia,Zimbabwe,occupied Palestinian territory
2020-02-14,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,3,0,0,0,0,0,0,3,0,0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,66292.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,28.0,2,1,0,0,0,1,0,0,0,18.0,0,0,33.0,0,0,0,0,0,0,0,9,0,0,8,0,0,15.0,0,0,0,0,16,0,0,0,0
2020-02-15,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,3,0,0,0,0,0,0,3,0,0,43.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,68347.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,28.0,2,1,0,0,0,1,0,0,0,18.0,0,0,33.0,0,0,0,0,0,0,0,9,0,0,8,0,0,15.0,0,0,0,0,16,0,0,0,0
2020-02-16,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,3,0,0,0,0,0,0,3,0,0,59.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,70446.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,355,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,29.0,2,1,0,0,0,1,0,0,0,20.0,0,0,34.0,0,0,0,0,0,0,0,9,0,0,9,0,0,15.0,0,0,0,0,16,0,0,0,0
2020-02-17,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,3,0,0,0,0,0,0,3,0,0,66.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,72364.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,454,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,30.0,2,1,0,0,0,1,0,0,0,22.0,0,0,35.0,0,0,0,0,0,0,0,9,0,0,9,0,0,15.0,0,0,0,0,16,0,0,0,0
2020-02-18,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,3,0,0,0,0,0,0,3,0,0,74.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,74139.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,542,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,31.0,2,1,0,0,0,1,0,0,0,22.0,0,0,35.0,0,0,0,0,0,0,0,9,0,0,9,0,0,15.0,0,0,0,0,16,0,0,0,0
2020-02-19,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,3,0,2,0,0,0,0,3,0,0,84.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,74546.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,621,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,31.0,2,1,0,0,0,1,0,0,0,23.0,0,0,35.0,0,0,0,0,0,0,0,9,0,0,9,0,0,15.0,0,0,0,0,16,0,0,0,0
2020-02-20,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,3,0,5,0,0,0,0,3,0,0,94.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,74999.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,634,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,104.0,2,1,0,0,0,1,0,0,0,24.0,0,0,35.0,0,0,0,0,0,0,0,9,0,0,9,0,0,15.0,0,0,0,0,16,0,0,0,0
2020-02-21,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,3,0,18,0,0,0,1,20,0,0,105.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10.0,0,75472.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,634,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,204.0,2,1,0,0,0,1,0,0,0,26.0,0,0,35.0,0,0,0,0,0,0,0,9,0,0,9,0,0,35.0,0,0,0,0,16,0,0,0,0
2020-02-22,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,3,0,28,0,0,0,1,62,0,0,122.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10.0,0,76922.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,634,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,433.0,2,1,0,0,0,1,0,0,0,26.0,0,0,35.0,0,0,0,0,0,0,0,9,0,0,13,0,0,35.0,0,0,0,0,16,0,0,0,0
2020-02-23,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,3,0,43,0,0,0,1,155,0,0,147.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10.0,0,76938.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,691,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,602.0,2,1,0,0,0,1,0,0,0,28.0,0,0,35.0,0,0,0,0,0,0,0,9,0,0,13,0,0,35.0,0,0,0,0,16,0,0,0,0
2020-02-24,1,0,0,0,0,0,0,0,0,22,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,3,0,61,0,1,0,1,229,0,0,159.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,10.0,0,77152.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,691,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,833.0,2,1,0,0,0,1,0,0,0,30.0,0,0,35.0,0,0,0,0,0,0,0,13,0,0,13,0,0,53.0,0,0,0,0,16,0,0,0,0
2020-02-25,1,0,1,0,0,0,0,0,0,22,2,0,0,0,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,3,0,95,0,1,0,1,322,0,0,170.0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,10.0,0,77660.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,691,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,977.0,6,1,0,0,0,1,1,0,0,31.0,0,0,37.0,0,0,0,0,0,0,0,13,0,0,13,0,0,53.0,0,0,0,0,16,0,0,0,0
2020-02-26,1,0,1,0,0,0,0,0,0,22,2,0,0,0,33,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,18,0,0,0,0,1,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,3,0,139,0,5,0,2,453,0,0,189.0,0,0,0,0,0,0,26,0,0,0,2,0,0,0,0,0,0,0,10.0,0,78065.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,4,705,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,1261.0,13,1,0,0,0,2,1,0,0,32.0,0,0,40.0,0,0,0,0,0,0,0,13,0,0,13,0,0,59.0,0,0,0,0,16,0,0,0,0
2020-02-27,1,0,1,0,0,0,0,0,0,23,3,0,0,0,33,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,38,0,0,0,0,1,46,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,3,0,245,0,7,0,3,655,0,0,214.0,0,0,0,0,0,0,43,0,0,0,2,0,0,0,0,0,0,0,10.0,0,78498.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,4,705,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,93,0,0,0,0,1766.0,15,1,0,0,0,7,8,0,0,32.0,0,0,40.0,0,0,0,0,0,0,0,15,0,0,13,0,0,60.0,0,0,0,0,16,0,0,0,0
2020-02-28,1,0,1,0,0,0,0,0,0,23,3,0,0,0,36,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,57,0,0,0,0,1,48,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,1,3,0,388,0,7,0,4,888,0,0,228.0,0,0,0,0,0,0,45,0,0,0,2,0,0,0,1,0,0,0,10.0,0,78824.0,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,6,4,705,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,93,0,0,0,0,2337.0,32,1,0,0,0,7,8,0,0,34.0,0,0,41.0,0,0,0,0,0,0,0,20,0,0,19,0,0,62.0,0,0,0,0,16,0,0,0,0
2020-02-29,1,0,1,0,0,0,0,0,0,25,9,0,0,0,41,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,100,0,0,0,0,1,79,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,1,3,0,593,0,13,1,7,1128,0,0,241.0,0,0,0,0,0,0,45,0,0,0,4,0,0,0,1,1,0,0,10.0,0,79251.0,25,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,6,1,0,0,1,0,1,15,6,705,4,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,102,0,0,0,0,3150.0,45,1,0,0,0,12,18,0,0,39.0,0,0,42.0,0,0,0,0,0,0,0,23,0,0,21,0,0,70.0,0,0,0,0,16,0,0,0,0
2020-03-01,1,0,1,0,0,0,0,1,0,27,14,3,0,0,47,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,4,0,0,0,1,0,6,2,0,0,0,1,0,0,0,0,6,130,0,0,0,0,3,130,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,3,3,0,978,0,19,1,10,1694,0,0,256.0,0,0,0,0,0,0,45,0,0,0,10,0,0,0,1,1,0,0,10.0,0,79826.0,29,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,10,1,0,0,1,0,1,19,6,705,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,106,0,0,0,0,3736.0,84,1,0,0,0,14,27,0,0,40.0,0,0,42.0,0,0,0,0,0,0,0,36,0,0,21,0,0,76.0,0,0,0,0,16,0,0,0,0
2020-03-02,1,0,3,1,0,0,0,1,0,30,18,3,0,0,49,0,0,1,8,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,27,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,4,0,0,0,1,0,6,2,0,0,0,1,0,0,0,0,6,191,0,0,0,0,3,159,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,6,5,2,1501,0,26,1,10,2036,0,0,274.0,0,0,0,0,0,0,56,0,0,1,13,0,0,0,1,1,0,0,10.0,0,80026.0,29,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,1,18,1,0,0,1,0,1,25,6,705,4,0,0,0,0,0,3,0,2,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,1,1,0,0,0,108,0,0,0,0,4335.0,120,1,0,0,0,15,42,0,0,41.0,0,0,43.0,0,0,0,0,0,0,0,40,0,0,21,0,0,101.0,0,0,0,0,16,0,0,0,0
2020-03-03,1,0,5,1,0,0,1,1,0,39,21,3,0,0,49,0,0,1,13,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,30,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,5,0,6,0,0,0,1,0,7,2,0,0,0,2,0,0,0,0,6,204,0,0,0,0,3,196,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,11,5,2,2336,0,32,2,12,2502,0,0,293.0,0,1,0,0,0,0,56,0,0,1,13,0,0,0,1,1,0,0,10.0,0,80151.0,36,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,1,24,1,0,0,1,0,1,32,12,706,5,0,0,0,0,0,3,0,2,0,7,0,0,0,0,0,3,3,0,0,0,0,0,0,0,10,1,2,0,0,0,110,0,0,0,0,5186.0,165,1,0,0,0,21,56,0,0,42.0,0,0,43.0,0,0,0,0,0,0,0,51,0,1,27,0,0,122.0,0,0,0,0,16,0,0,0,0
2020-03-04,1,0,12,1,0,0,1,1,0,52,29,3,0,0,52,0,0,6,23,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,33,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,8,0,10,0,0,0,1,0,10,2,0,0,0,2,0,0,1,0,6,285,0,0,0,0,3,262,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,105,0,2,26,28,2,2922,0,35,6,15,3089,0,0,331.0,0,1,0,0,0,0,56,0,0,1,13,0,0,1,1,1,0,0,10.0,0,80271.0,50,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,1,38,3,0,0,1,0,1,56,15,706,5,0,0,0,0,0,3,1,5,0,8,0,0,0,0,0,4,3,0,0,3,0,0,0,0,16,1,4,0,0,0,110,0,0,0,0,5621.0,222,1,0,0,0,35,90,0,0,42.0,0,0,43.0,0,0,0,0,0,1,0,85,0,1,27,0,0,153.0,0,0,0,0,16,0,0,0,0
2020-03-05,1,0,12,1,0,0,1,1,0,55,41,6,0,0,55,0,0,6,50,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,37,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,12,0,10,0,0,0,1,0,13,3,0,0,0,3,0,0,1,0,12,377,0,0,0,0,4,482,0,1,31,0,0,0,0,0,0,0,0,0,0,0,0,105,0,2,34,30,2,3513,0,35,6,16,3858,0,0,360.0,0,1,0,0,0,0,58,0,0,1,16,0,0,1,1,1,0,0,10.0,0,80422.0,50,0,0,0,0,0,0,0,5,0,1,0,0,2,0,0,1,82,3,0,0,1,0,1,87,16,706,5,4,0,0,0,0,3,1,8,0,8,0,0,0,0,0,6,4,0,0,3,0,0,0,0,21,5,4,0,0,0,117,0,2,0,1,6088.0,259,1,0,0,0,94,114,0,0,44.0,0,0,47.0,0,0,0,0,0,1,0,115,0,1,29,0,0,221.0,0,0,0,0,16,0,0,0,0
2020-03-06,1,0,17,1,0,0,2,1,0,60,55,6,0,0,60,0,0,6,109,0,0,1,0,2,0,13,0,0,0,0,0,0,1,1,49,0,0,0,0,0,4,0,1,0,0,1,0,11,0,0,0,0,18,0,23,0,0,0,2,0,13,15,0,0,0,10,0,0,1,0,15,653,0,0,0,0,4,670,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,107,0,2,43,31,4,4747,0,40,18,21,4636,0,0,420.0,0,1,0,0,0,0,58,0,0,1,22,0,0,1,1,2,0,0,10.0,0,80573.0,83,0,0,0,0,0,0,0,6,0,1,0,0,2,0,0,1,128,4,0,0,1,0,3,108,16,696,6,16,0,0,0,1,5,5,13,0,8,0,0,0,0,0,9,13,0,0,3,0,0,0,0,21,5,4,1,0,0,130,1,7,0,1,6593.0,400,1,0,0,0,101,214,0,0,45.0,0,0,48.0,0,0,0,1,0,1,0,163,0,1,29,0,0,278.0,0,1,0,0,16,0,0,0,0
2020-03-07,1,0,17,1,0,0,8,1,0,63,79,9,0,0,85,0,0,6,169,0,0,1,0,3,0,13,0,0,0,0,0,0,1,1,54,0,0,0,0,0,4,0,1,0,0,1,0,12,0,0,0,0,19,0,23,0,0,0,2,0,13,15,0,0,0,10,0,0,1,0,15,949,5,0,0,0,4,799,0,1,46,0,0,0,0,0,0,0,0,0,0,0,0,108,0,4,50,34,4,5823,0,54,18,21,5883,0,0,461.0,0,1,0,0,0,0,61,0,0,1,22,0,0,1,1,2,0,0,10.0,0,80652.0,93,0,0,3,2,0,0,0,6,0,1,0,0,2,0,0,1,188,5,0,0,1,0,3,147,16,696,6,22,0,0,0,1,6,5,20,0,8,0,0,0,0,0,9,13,0,0,3,0,0,0,0,23,5,4,1,0,0,138,1,7,0,1,7041.0,500,1,0,0,0,161,268,0,0,45.0,0,0,50.0,0,0,0,1,0,1,0,206,0,1,45,0,0,417.0,0,1,0,0,18,0,0,0,0
2020-03-08,4,0,19,1,0,0,12,1,0,76,104,9,0,0,85,3,0,6,200,0,0,1,0,3,0,20,0,4,0,0,0,0,2,2,64,0,0,0,0,0,8,0,1,0,0,5,0,12,0,0,0,0,31,0,35,0,0,0,5,0,14,49,0,0,0,10,0,0,2,0,23,1126,5,0,0,0,13,1040,0,1,73,0,0,0,0,0,0,0,0,0,0,0,0,114,0,7,50,39,6,6566,0,60,19,39,7375,0,0,502.0,0,1,0,0,0,0,64,0,0,2,32,0,0,1,1,3,0,0,10.0,0,80699.0,99,4,0,3,2,0,0,0,7,1,1,0,0,2,0,0,1,265,5,0,0,1,0,3,176,16,696,6,22,0,0,1,6,10,11,30,0,15,21,0,0,0,0,15,17,0,0,3,0,0,0,0,36,11,4,1,0,0,150,3,16,0,3,7314.0,673,1,0,0,0,203,337,0,0,45.0,0,0,50.0,0,0,0,1,0,2,0,273,0,1,45,0,0,537.0,0,1,0,0,30,0,0,0,0
2020-03-09,4,2,20,1,0,0,12,1,0,91,131,9,0,0,95,3,0,6,239,0,0,1,0,3,0,25,1,4,0,0,0,0,2,2,76,0,0,0,0,0,8,0,1,0,0,9,0,12,0,0,0,2,31,0,90,0,0,0,5,0,15,55,0,0,0,10,0,0,2,0,30,1209,5,0,0,0,15,1176,0,1,73,0,0,0,0,0,0,0,0,0,0,0,0,115,0,9,58,43,19,7161,0,60,21,39,9172,0,0,511.0,0,1,0,0,0,0,64,0,0,6,32,0,0,1,1,3,0,0,10.0,0,80735.0,117,4,0,3,2,0,0,0,7,1,1,0,0,2,0,0,1,321,5,0,0,2,0,3,205,16,696,6,22,0,0,1,7,20,16,30,0,18,0,0,0,0,0,15,17,0,0,1,0,0,0,0,36,15,4,1,0,0,150,3,16,0,3,7478.0,1073,1,2,0,0,248,374,0,0,45.0,0,0,50.0,0,0,0,1,0,2,0,321,0,1,45,0,0,605.0,0,1,0,0,30,0,0,0,0
2020-03-10,5,10,20,1,0,0,17,1,0,107,182,11,0,0,110,3,0,9,267,0,0,1,0,5,0,31,1,4,1,0,0,0,2,2,79,0,0,0,0,1,13,0,3,0,0,9,0,14,0,0,0,3,41,0,262,0,0,0,5,0,15,59,0,0,0,12,0,0,2,0,40,1784,5,0,0,0,15,1457,0,1,89,0,0,0,0,0,0,0,0,0,0,1,0,0,120,9,69,56,27,0,8042,71,34,58,10149,0,0,581.0,0,1,0,0,0,0,69,0,0,8,41,0,0,1,1,5,0,10,0.0,0,80757.0,129,6,0,5,2,0,0,0,7,0,1,1,0,3,0,0,1,382,5,0,0,2,0,7,400,18,696,16,0,1,0,1,11,33,22,41,0,24,0,7513,3,0,0,25,0,10,0,1,0,0,2,0,51,20,4,5,0,0,160,7,31,0,7,0.0,1695,1,0,0,0,355,491,0,47,0.0,0,0,53.0,0,0,0,1,0,5,0,382,0,1,74,0,0,959.0,0,0,0,31,0,0,0,0,25
